,train,val,test
img11,True,False,False
img12,True,False,False
img16,True,False,False
img2,True,False,False
img23,True,False,False
img24,True,False,False
img28,True,False,False
img29,True,False,False
img3,True,False,False
img34,True,False,False
img35,True,False,False
img37,True,False,False
img39,True,False,False
img4,True,False,False
img44,True,False,False
img56,True,False,False
img57,True,False,False
img59,True,False,False
img63,True,False,False
img64,True,False,False
img74,True,False,False
img76,True,False,False
img81,True,False,False
img82,True,False,False
img83,True,False,False
img84,True,False,False
img89,True,False,False
img90,True,False,False
img91,True,False,False
img92,True,False,False
img94,True,False,False
img95,True,False,False
img10,True,False,False
img18,True,False,False
img19,True,False,False
img31,True,False,False
img32,True,False,False
img36,True,False,False
img38,True,False,False
img40,True,False,False
img41,True,False,False
img42,True,False,False
img43,True,False,False
img46,True,False,False
img47,True,False,False
img48,True,False,False
img51,True,False,False
img52,True,False,False
img53,True,False,False
img54,True,False,False
img55,True,False,False
img60,True,False,False
img61,True,False,False
img66,True,False,False
img68,True,False,False
img69,True,False,False
img7,True,False,False
img71,True,False,False
img72,True,False,False
img77,True,False,False
img78,True,False,False
img79,True,False,False
img8,True,False,False
img85,True,False,False
img98,False,True,False
img45,False,True,False
img58,False,True,False
img1,False,True,False
img27,False,True,False
img62,False,True,False
img75,False,True,False
img20,False,True,False
img70,False,True,False
img13,False,True,False
img30,False,True,False
img49,False,True,False
img17,False,True,False
img22,False,True,False
img5,False,True,False
img73,False,False,True
img25,False,False,True
img93,False,False,True
img33,False,False,True
img100,False,False,True
img26,False,False,True
img15,False,False,True
img6,False,False,True
img50,False,False,True
img88,False,False,True
img67,False,False,True
img14,False,False,True
img21,False,False,True
img65,False,False,True
img80,False,False,True
