,train,val,test
img1,True,False,False
img100,True,False,False
img11,True,False,False
img12,True,False,False
img2,True,False,False
img23,True,False,False
img24,True,False,False
img26,True,False,False
img27,True,False,False
img29,True,False,False
img35,True,False,False
img37,True,False,False
img39,True,False,False
img4,True,False,False
img44,True,False,False
img45,True,False,False
img56,True,False,False
img57,True,False,False
img63,True,False,False
img64,True,False,False
img73,True,False,False
img74,True,False,False
img76,True,False,False
img81,True,False,False
img84,True,False,False
img89,True,False,False
img90,True,False,False
img91,True,False,False
img92,True,False,False
img93,True,False,False
img94,True,False,False
img95,True,False,False
img10,True,False,False
img13,True,False,False
img17,True,False,False
img18,True,False,False
img20,True,False,False
img22,True,False,False
img30,True,False,False
img31,True,False,False
img32,True,False,False
img38,True,False,False
img40,True,False,False
img43,True,False,False
img46,True,False,False
img47,True,False,False
img49,True,False,False
img50,True,False,False
img54,True,False,False
img55,True,False,False
img6,True,False,False
img60,True,False,False
img61,True,False,False
img65,True,False,False
img66,True,False,False
img68,True,False,False
img69,True,False,False
img7,True,False,False
img70,True,False,False
img71,True,False,False
img77,True,False,False
img79,True,False,False
img85,True,False,False
img86,True,False,False
img62,False,True,False
img58,False,True,False
img25,False,True,False
img98,False,True,False
img33,False,True,False
img75,False,True,False
img83,False,True,False
img14,False,True,False
img41,False,True,False
img48,False,True,False
img8,False,True,False
img52,False,True,False
img51,False,True,False
img42,False,True,False
img5,False,True,False
img82,False,False,True
img59,False,False,True
img34,False,False,True
img15,False,False,True
img28,False,False,True
img16,False,False,True
img3,False,False,True
img36,False,False,True
img78,False,False,True
img19,False,False,True
img53,False,False,True
img21,False,False,True
img80,False,False,True
img67,False,False,True
img72,False,False,True
