,train,val,test
img1,True,False,False
img100,True,False,False
img15,True,False,False
img16,True,False,False
img2,True,False,False
img23,True,False,False
img24,True,False,False
img25,True,False,False
img26,True,False,False
img27,True,False,False
img3,True,False,False
img33,True,False,False
img35,True,False,False
img37,True,False,False
img4,True,False,False
img44,True,False,False
img45,True,False,False
img56,True,False,False
img57,True,False,False
img58,True,False,False
img59,True,False,False
img63,True,False,False
img64,True,False,False
img73,True,False,False
img74,True,False,False
img75,True,False,False
img76,True,False,False
img84,True,False,False
img10,True,False,False
img13,True,False,False
img14,True,False,False
img18,True,False,False
img20,True,False,False
img21,True,False,False
img22,True,False,False
img30,True,False,False
img32,True,False,False
img36,True,False,False
img41,True,False,False
img42,True,False,False
img43,True,False,False
img46,True,False,False
img47,True,False,False
img48,True,False,False
img50,True,False,False
img51,True,False,False
img52,True,False,False
img53,True,False,False
img61,True,False,False
img65,True,False,False
img67,True,False,False
img68,True,False,False
img69,True,False,False
img7,True,False,False
img70,True,False,False
img71,True,False,False
img62,False,True,False
img81,False,True,False
img90,False,True,False
img99,False,True,False
img11,False,True,False
img12,False,True,False
img93,False,True,False
img77,False,True,False
img5,False,True,False
img19,False,True,False
img6,False,True,False
img40,False,True,False
img88,False,True,False
img60,False,True,False
img85,False,True,False
img89,False,False,True
img29,False,False,True
img82,False,False,True
img83,False,False,True
img28,False,False,True
img39,False,False,True
img34,False,False,True
img31,False,False,True
img17,False,False,True
img55,False,False,True
img54,False,False,True
img72,False,False,True
img38,False,False,True
img66,False,False,True
img49,False,False,True
